company_name,domain,website_url,linkedin_url,industry,sub_industry,employee_count,revenue,revenue_range,location_city,location_state,location_country,founded_year,technologies,keywords,description,phone,lead_score,collection_date,notes,target_persona,enrichment_priority
AddSource,addsource.ca,http://www.addsource.ca,http://www.linkedin.com/company/veerteq-inc,information technology & services,,26,0,,,Alberta,Canada,2020,,"it staffing & hr solutions, it services & it consulting, campaign analytics, lead tracking, call analytics, call marketplace platform, performance marketing, performance marketing services, performance marketing solutions, call conversion tracking, digital campaign optimization, campaign tracking, performance marketing platform, digital advertising, advertising performance, lead generation platform, performance-based advertising, lead generation, lead management, roi measurement, advertising roi, marketing automation, digital marketing, marketing analytics, offline marketing, performance advertising, advertising measurement, call tracking, performance marketing strategy, call data analysis, lead acquisition, advertising effectiveness, digital campaign management, advertising technology, call marketplace, digital lead generation, form tracking, call tracking software, digital marketing solutions, data-driven marketing, advertising analytics, performance marketing tools, automation tools, marketing technology, campaign management, pay-per-call, performance marketing agency, marketing optimization, digital marketing analytics, b2b, services, management consulting services, managed services, professional services, software development, automation, talent acquisition, analytics, human resources, information technology & services, marketing & advertising, advertising, marketing, sales, saas, computer software, enterprise software, enterprises, professional training & coaching",,+1 236-547-7272,62,2025-09-04,Premium marketing agency - information technology & services,Marketing Director/VP/Founder,High
Carter Murray,cartermurray.com,http://www.cartermurray.com,http://www.linkedin.com/company/carter-murray,staffing & recruiting,,41,3700000.0,3.7M,De Pere,Wisconsin,United States,2000,,"marketing recruitment, marketing jobs, marketing jobs london, marketing jobs sydney, marketing jobs dubai, marketing recruitment australia, marketing recruitment london, marketing jobs singapore, marketing jobs asia, sales jobs, ir jobs, marketing careers, investor relations careers, digital marketing jobs, digital marketing careers, recruitment, jobs, recruiter, careers, marketing roles, cmo, marketing director, business development, client tailored solutions, it recruitment, candidate engagement, market segmentation, digital marketing, recruitment consultancy, market research, hr recruitment, market trends analysis, specialist recruiters, market trends, diversity initiatives, recruitment strategy, global recruitment, client solutions, professional services, market intelligence, candidate sourcing, start-up hiring, talent mapping, interim solutions, client satisfaction, non-profit, diversity and inclusion programs, retained search, market knowledge, career transitions, global reach, staffing and recruitment, sector expertise, industry expertise, permanent recruitment, market complexity, market expertise, international recruitment, industry-specific recruitment, candidate experience, talent pipelining, talent acquisition, executive search, c-suite recruitment, career development, industry verticals, communications recruitment, industry sectors, talent networks, technology infrastructure, candidate engagement strategies, investor relations, market analysis, legal recruitment, scale-up hiring, recruitment process, salary benchmarking, career advice, client partnerships, specialist recruitment, sector specialization, diversity and inclusion, salary guides, sales roles, market insight, recruitment analytics, finance recruitment, sales recruitment, b2b, government, consulting, services, employment placement agencies and executive search services, financial services, logistics, legal services, talent management, marketing & advertising, professional training & coaching, nonprofit organization management, staffing & recruiting",,+44 20 7415 2840,75,2025-09-04,Premium marketing agency - staffing & recruiting,Marketing Director/VP/Founder,High
Gripped | B2B Digital Marketing Agency for SaaS & Tech,gripped.io,http://www.gripped.io,http://www.linkedin.com/company/gripped,marketing & advertising,,26,1400000.0,1.4M,London,England,United Kingdom,2017,,"inbound market, marketing, gotomarket strategy, proposition development, demand generation, sales enablement, product management, product marketing, growth, saas, b2b, persona marketing, marketing services, b2b saas marketing, demand capture, digital sales funnel, conversion optimization, digital experience, customer trust, demand creation content, demand generation campaigns, differentiation in crowded markets, digital strategy, ppc advertising, demand generation tactics, digital marketing execution, digital marketing tools, demand generation consulting, differentiation strategies, customer engagement, social media marketing, growth strategies, paid social, differentiated marketing, demand generation blueprints, market insights, demand-focused content, digital-first marketing, demand pipeline, differentiation in markets, demand marketing automation, demand funnel optimization, website optimization, sales and marketing alignment, pipeline growth, demand generation frameworks, demand creation, lead nurturing, digital campaigns, digital marketing platforms, digital marketing analytics, web design, performance marketing, market positioning, lead nurturing campaigns, target audience, information technology and services, market research, lead conversion, content marketing, customer acquisition, lead generation, buyer-centric marketing, digital branding, demand generation metrics, demand generation analytics, demand engine development, market differentiation, demand pipeline acceleration, website development, seo, paid media campaigns, demand capture strategies, demand-focused website design, trust building, differentiation, abm, demand growth strategies, qualified leads, demand generation tools, market outreach, digital marketing roi, seo optimization, buyer-centric blueprints, marketing automation, demand funnel, demand creation strategies, marketing and advertising, content marketing strategy, software development, market presence, demand engine, growth hacking, revenue growth, targeted advertising, demand creation tactics, consulting, services, management consulting services, inbound marketing, marketing & advertising, computer software, information technology & services, consumer internet, consumers, internet, sales, web development, search marketing, enterprise software, enterprises",,+44 330 808 0988,92,2025-09-04,Premium marketing agency - marketing & advertising,Marketing Director/VP/Founder,High
Empowered Digital Marketing,empowereddigitalmarketingco.com,http://www.empowereddigitalmarketingco.com,http://www.linkedin.com/company/empowereddigitalmarketing,marketing & advertising,market research,28,0,,Deerfield,Massachusetts,United States,2018,,"social media coaching, social media strategy coaching, social media management, website development, instagram coaching, linkedin coaching, digital media design, graphic design, logo design, seo, search engine optimization, website design, social media, market research, digital marketing, branding, brand development, content marketing, content writing, content marketing strategy, marketing services, online presence, ad campaign management, social media marketing, brand strategy, information technology, paid advertising, conversion optimization, website optimization, small business marketing, website audit, data-driven strategies, marketing and advertising, digital marketing services, content creation, local seo, digital advertising, market insights, search engine optimization tools, brand awareness, targeted campaigns, user engagement, multichannel marketing, brand growth, website updates, campaign analytics, customer engagement, performance marketing, keyword research, b2c, consulting, services, management consulting services, coaching, email marketing, lead generation, marketing automation, user experience, digital transformation, web development, information technology & services, search marketing, marketing, marketing & advertising, web design, consumer internet, consumers, internet, writing & editing, sales, saas, computer software, enterprise software, enterprises, b2b, ux",,+1 413-834-2759,70,2025-09-04,Premium marketing agency - marketing & advertising,Marketing Director/VP/Founder,High
Girl Power Marketing,girlpowermarketing.co.uk,http://www.girlpowermarketing.co.uk,http://www.linkedin.com/company/girl-power-marketing,marketing & advertising,,35,0,,Norwich,England,United Kingdom,2020,,"marketing services, content planning, marketing advice, women entrepreneurs, content strategy development, content creation, women in digital marketing, community development, marketing education, brand building, brand development, female empowerment, social media marketing, social content, women's business support, social media analytics, social media training, women's networking events, community support, social media education, online community, social content guidance, social media support, women in marketing, social media campaigns, women's professional growth, marketing mentorship, women in business community, community engagement, female entrepreneurs community, women in leadership, online marketing, social media analytics tools, women's digital community, women's empowerment in marketing, career guidance, women in business, social media tips, digital marketing support, women empowerment, female-focused content, female leadership, female business owners, brand awareness, social media management, content marketing, community building, digital branding, social media optimization, digital community, marketing resources, community empowerment, career support for women, career development, women-led marketing, social media community, women's career development, female empowerment initiatives, content strategy, women in social media, digital marketing, social media engagement, community outreach, female mentorship, community management, women's professional network, women in tech marketing, women's online community, female career growth, professional growth, marketing blogs, digital empowerment, digital content, marketing and advertising, women's social media group, women's career coaching, personal branding, social media growth, social media strategy, women's career support, services, management consulting services, influencer marketing, branding, analytics, online presence, public relations, event management, customer engagement, user experience, marketing & advertising, social media, consumer internet, consumers, internet, information technology & services, marketing, events services, ux",,,67,2025-09-04,Premium marketing agency - marketing & advertising,Marketing Director/VP/Founder,High
Webolutions Digital Marketing Agency,webolutionsmarketingagency.com,http://www.webolutionsmarketingagency.com,http://www.linkedin.com/company/webolutions,marketing & advertising,"computer software, internet",24,5687000.0,5.7M,Englewood,Colorado,United States,1994,,"digital marketing, internet marketing, marketing, marketing strategy, branding, application development, website design, social media, crm, marketing automation, communications strategy, organizational development, seo, google ads, google analytics, web development, business performance intelligence, integrated marketing, marketing services, ecommerce ppc, crm consulting, customer segmentation, franchise seo, ecommerce marketing strategy, marketing and advertising, customer journey management, customer journey analytics, content marketing, ecommerce seo, web design, marketing analytics, wordpress development, e-commerce, link building services, information technology and services, content strategy, email marketing, business intelligence, conversion rate optimization, paid ads services, facebook ads, local seo services, custom web application development, seo audits, seo services, bing ads, ux design, b2b, b2c, d2c, consulting, services, retail, management consulting services, marketing & advertising, app development, apps, software development, information technology & services, consumer internet, consumers, internet, sales, enterprise software, enterprises, computer software, saas, search marketing, design, analytics",,+1 303-300-2640,90,2025-09-04,Premium marketing agency - marketing & advertising,Marketing Director/VP/Founder,High
Seedily,themepages.carrd.co,http://www.themepages.carrd.co,http://www.linkedin.com/company/seedilyai,marketing & advertising,online media,26,0,,Chester,England,United Kingdom,2019,,"linkedin, linkedin marketing, linkedin content, linkedin business development, social content, linkedin strategy, marketing services, campaign analytics, content planning, ai technology, digital presence, organic data analytics, monthly reporting, content creation, brand visibility, community engagement analytics, content creation tools, content outreach, b2b marketing, social media tools, generative art for marketing, ai marketing campaigns, linkedin community, content performance, media representation, ai-driven storytelling, viral content, campaign management, ai content analytics, linkedin community growth, content optimization, viral linkedin content, client campaigns, client engagement, organic growth, videography, ai-driven content strategy, ai-powered marketing, ai-powered content curation, organic engagement, generative ai creatives, graphic design, ai in digital marketing, ai training, ai content testing, generative ai, ai content generation, community growth, content marketing, media representation services, community building, performance metrics, ai content optimization, ai storytelling techniques, content management, social media automation, creative storytelling, motion graphics, targeted outreach, content strategy, ai training for marketers, ai training services, digital marketing, content scheduling, content testing, community management, storytelling techniques, client communication, photography, ai creative workflows, ai-powered community management, data-driven insights, follower growth, storytelling innovation, creative content, content engagement, content analytics, marketing and advertising, content approval process, growth hacking, content distribution, ai-driven brand storytelling, creative ai campaigns, content curation, social media strategy, b2b, consulting, services, customer engagement, client acquisition, lead generation, branding, social media management, marketing automation, marketing & advertising, marketing, sales, saas, computer software, information technology & services, enterprise software, enterprises",,,67,2025-09-04,Premium marketing agency - marketing & advertising,Marketing Director/VP/Founder,High
Favoured - Digital Marketing Agency,favoured.co.uk,http://www.favoured.co.uk,http://www.linkedin.com/company/favoured,marketing & advertising,,40,0,,London,England,United Kingdom,2018,,"performance marketing, tiktok marketing, influencer marketing, email marketing, video production, graphic design, ecommerce marketing, app marketing, startup marketing, advertising, digital marketing, media buying, motion design, tiktok videos, organic social, social media marketing, marketing strategy, advertising services, tiktok trend reports, performance branding, growth hacking, ai content marketing tools, customer journey mapping, user-generated content, deep linking guides, content creation, customer retention strategies, youtube advertising, seo/aso, influencer and ugc, paid social, mobile attribution, mobile marketing automation, social media advertising, influencer partnerships, martech implementation, creative production, app install campaigns, deep linking, content marketing, full funnel marketing, google ppc & uac, data-driven strategies, email automation, ai marketing tools 2025, instagram advertising, conversion rate optimization, app store optimization, tiktok advertising, web design, motion graphics, paid search & ppc, social media trend analysis, b2b, b2c, e-commerce, d2c, services, retail, advertising agencies, digital advertising, customer acquisition, marketing automation, branding, video marketing, marketing & advertising, consumer internet, consumers, internet, information technology & services, marketing, social media, saas, computer software, enterprise software, enterprises",,+44 113 880 0264,67,2025-09-04,Premium marketing agency - marketing & advertising,Marketing Director/VP/Founder,High
Forthea - Digital Marketing Agency,forthea.com,http://www.forthea.com,http://www.linkedin.com/company/forthea,marketing & advertising,,48,7900000.0,7.9M,Houston,Texas,United States,2006,,"search engine optimization seo, pay per click advertising ppc, website design, development, social media marketing, analytics, reputationmanagement, conversion rate optimization cro, local search ranking, data marketing, marketing services, display ads, automotive, real estate, digital marketing, web site design, marketing analytics, campaign management, advanced search functionality, content development, full-funnel marketing, local seo, construction, content management system, search engine optimization, website development, keyword strategy, industry-specific campaigns, data visualization, paid search, paid social, user experience, custom tool development, paid media, e-commerce, client reporting, manufacturing, customer insights, marketing roi measurement, content marketing, remarketing, data-driven strategies, seo, customer journey mapping, audience segmentation, analytics data science, conversion rate optimization, performance tracking, software and saas, content creation, predictive analytics, legal services, financial services, performance marketing, shopping ads, healthcare, customer persona development, b2b, b2c, d2c, consulting, services, retail, management consulting services, web development, digital advertising, digital agency, lead generation, digital transformation, web design, consumer internet, consumers, internet, information technology & services, marketing & advertising, design, search marketing, marketing, content management systems, ux, mechanical or industrial engineering, enterprise software, enterprises, computer software, health care, health, wellness & fitness, hospital & health care, sales, professional services",,+1 713-568-2763,90,2025-09-04,Premium marketing agency - marketing & advertising,Marketing Director/VP/Founder,High
Learn N'​ Digital,learnndigital.com,http://www.learnndigital.com,http://www.linkedin.com/company/learnndigital,marketing & advertising,"education management, e-learning",34,0,,Albany,California,United States,2018,,"digital marketing courses, social media training, digital marketing agency, marketing consultancy, advertising services, mena region, startup support, startup training, learner support services, digital marketing tools education, digital marketing certification programs, digital marketing certification, business team training, professional development, regional digital marketing workshops, digital skills training, digital marketing education, marketing agency training, practical marketing skills, online courses, regional digital education, practical marketing strategies, interactive training, agency team training, digital marketing, regional focus, e-learning platform, digital marketing certification online, learning management system, education, interactive online marketing courses, digital marketing strategies, digital marketing for startups, learner support, interactive courses, online marketing skills training, agency training, digital marketing bootcamps, digital marketing tools, digital tools education, professional skills training, practical skills, e-learning, digital marketing training, certification programs, digital marketing skills development, career advancement, comprehensive digital courses, comprehensive courses, career development courses, digital skills development, digital economy, certified digital marketing courses, digital marketing tools training, e-learning services, interactive learning, regional online marketing education, accessible online courses, digital economy education, digital marketing for beginners, digital skills for startups, advanced digital marketing courses, practical digital marketing skills, regional online education, digital marketing professional courses, digital marketing skills for startups, online learning platform, digital skills for entrepreneurs, practical training, digital marketing skills, training for professionals, digital marketing fundamentals online, online education platform, regional digital economy training, business training, practical digital skills, digital marketing workshops, digital marketing strategy certification, practical digital marketing, regional digital skills, online education, career development, online marketing certification, digital marketing mastery courses, digital marketing knowledge, startup digital marketing courses, accessible learning, training for marketing professionals, digital marketing training programs, regional digital marketing training, practical digital marketing education, digital marketing career courses, career growth tools, b2c, services, professional and management development training, training, social media marketing, email marketing, customer engagement, marketing consulting, b2b, consulting, management consulting, marketing & advertising, education management, internet, information technology & services, computer software, consumer internet, consumers",,+20 100 653 8538,70,2025-09-04,Premium marketing agency - marketing & advertising,Marketing Director/VP/Founder,High
