city,country,country_code,email,facebook,google_business_categories,google_maps_url,instagram,linkedin,name,opening_date,phone_number,review_score,reviews_number,source_run_id,source_type,street,url,source_category,source_country
North Narrabeen NSW 2101,,AU,info@kcslocksmiths.com.au,,locksmith,https://www.google.com/maps?cid=13248071673678219009,https://www.instagram.com/kcs.locksmiths/,,KC's Northern Beaches Locksmiths,,+61 414 851 858,5.0,63.0,,automated,38 Taiyul Rd,http://www.kcslocksmiths.com.au/,locksmith,Australia
The Basin VIC 3154,,AU,info@opensesame-locksmiths.com.au,,locksmith,https://www.google.com/maps?cid=11844494445799494415,,,Open Sesame Locksmiths,,+61 3 9964 3888,5.0,180.0,,automated,18 Bayview Cres,http://www.opensesame-locksmiths.com.au/,locksmith,Australia
Kedron QLD 4031,,AU,sales@northsidelocksmiths.com,,locksmith,https://www.google.com/maps?cid=12192578736300640769,,,Northside Locksmiths,,+61 7 3350 2077,4.5,182.0,,automated,16 Boothby St,https://www.northsidelocksmiths.com/,locksmith,Australia
Leumeah NSW 2560,,AU,service@crackerlocksmiths.com.au,,locksmith,https://www.google.com/maps?cid=14854878890538626018,,,Cracker Locksmith Service,,+61 416 915 249,4.8,46.0,,automated,1 Stephenson St,http://www.crackerlocksmiths.com.au/,locksmith,Australia
Kippa-Ring QLD 4021,,AU,ncitylocksmiths@gmail.com,https://facebook.com/,locksmith,https://www.google.com/maps?cid=6489466876434138954,,,Suncity Locksmith,,+61 7 3284 1592,4.3,100.0,,automated,272 Anzac Ave,https://www.suncitylocksmiths.com.au/,locksmith,Australia
Kensington VIC 3031,,AU,admin@rescuekeylocksmiths.com,,locksmith,https://www.google.com/maps?cid=5623503599817447172,,,Automotive RescueKey Locksmiths,,+61 3 4232 3184,5.0,12.0,,automated,348 Macaulay Rd,http://rescuekeylocksmiths.com/,locksmith,Australia
Point Vernon QLD 4655,,AU,office@abkey.com.au,https://www.facebook.com/A-B-Key-Mobile-Locksmiths-609076815838621/,locksmith,https://www.google.com/maps?cid=15632306341631444965,,,A B Key Mobile Locksmiths,,+61 409 483 643,4.9,49.0,,automated,6 Spence St,http://www.abkey.com.au/,locksmith,Australia
Abbotsford VIC 3067,,AU,sales@secesafe.com.au,,locksmith,https://www.google.com/maps?cid=7733805798967632786,,,SecEsafe,,+61 3 4420 9765,,,,automated,11/13 Thompson St,http://www.secesafe.com.au/,locksmith,Australia
Campsie NSW 2194,,AU,awadahabib@hotmail.com,,locksmith,https://www.google.com/maps?cid=6167676101100574088,,,Able Lock Out Services Locksmith,,+61 476 375 470,5.0,118.0,,automated,Shop 18A/14-28 Amy St,https://ablelockoutserviceslocksmith.com.au/,locksmith,Australia
Alexandra Hills QLD 4161,,AU,ignitimposs@gmail.com,https://www.facebook.com/profile.php?id=61567693974600,locksmith,https://www.google.com/maps?cid=9342381511652883066,,,Ignition Impossible,,+61 431 782 865,5.0,31.0,,automated,7 Cambridge Dr,https://www.facebook.com/profile.php?id=61567693974600,locksmith,Australia
Browns Plains QLD 4118,,AU,minglocksmith@gmail.com,https://www.facebook.com/minglocksmith,locksmith,https://www.google.com/maps?cid=16232543584662986131,,,Ming Locksmith,,+61 488 888 119,4.6,50.0,,automated,Unit 3/11 Grand Plaza Dr,https://www.minglocksmith.com.au/,locksmith,Australia
Warilla NSW 2528,,AU,info@macklocks.com.au,https://www.facebook.com/macklocks/,locksmith,https://www.google.com/maps?cid=17264996444109029923,,,Macklocks Locksmiths,,+61 2 4297 1686,4.5,51.0,,automated,113 Shellharbour Rd,https://macklocks.com.au/,locksmith,Australia
St Kilda VIC 3182,,AU,sales@acelocksmiths.com,,locksmith,https://www.google.com/maps?cid=16127483782456917791,,,Ace Locksmiths,,+61 3 9534 0586,4.4,71.0,,automated,29 Carlisle St,http://www.acelocksmiths.com/,locksmith,Australia
Glen Waverley VIC 3150,,AU,info@locksmith-glenwaverleymelbourne.com,,locksmith,https://www.google.com/maps?cid=14873509727343033621,,,Locksmith Glen Waverley Melbourne,,+61 3 9989 8831,4.7,54.0,,automated,772 High St Rd,https://www.locksmith-glenwaverleymelbourne.com/,locksmith,Australia
Maffra VIC 3860,,AU,kincaid@netspace.net.au,,locksmith,https://www.google.com/maps?cid=8383271316358318560,,,Ultra View Pty Ltd,,+61 419 369 115,4.8,20.0,,automated,34/36 Parkinson St,https://www.ultraviewpty.com.au/,locksmith,Australia
Ipswich QLD 4305,,AU,brisbane@esllock.com.au,https://www.facebook.com/ESL-Lock-Professionals-130672203648554/,locksmith,https://www.google.com/maps?cid=10112857696626233728,,,ESL Ipswich City Locksmiths,,+61 7 3281 3882,4.6,57.0,,automated,Shop 4/54 Warwick Rd,https://esllock.com.au/,locksmith,Australia
,,AU,leaderlocksmiths@gmail.com,https://www.facebook.com/leaderlocksmiths/?fref=ts,locksmith,https://www.google.com/maps?cid=5988209774280475744,,,Leader Locksmiths,,+61 435 338 398,5.0,95.0,,automated,Macleod VIC 3085,http://www.leaderlocksmiths.com.au/,locksmith,Australia
Cessnock NSW 2325,,AU,info@cessnockcitylocksmith.com.au,,locksmith,https://www.google.com/maps?cid=12980522079391047884,,,Cessnock Locksmith,,+61 458 111 401,4.5,47.0,,automated,172 Vincent St,https://www.cessnockcitylocksmith.com.au/,locksmith,Australia
Coolum Beach QLD 4573,,AU,coolumlock@optusnet.com.au,https://www.facebook.com/wix,locksmith,https://www.google.com/maps?cid=7934628697712797569,,https://www.linkedin.com/company/wix-com,Coolum Locksmiths,,+61 7 5446 4646,5.0,27.0,,automated,Shop 3/130 Greenoaks Dr,https://azerialau.wixsite.com/coolumlocksmiths,locksmith,Australia
Murarrie QLD 4172,,AU,reception@ablesecuritygroup.com,,locksmith,https://www.google.com/maps?cid=13827910681378884506,,,Able Security Group,,+61 7 3393 9500,,,,automated,Unit 4/41 Paringa Rd,http://www.ablesecuritygroup.com/,locksmith,Australia
Forresters Beach NSW 2260,,AU,clarkemcclymont@hotmail.com,,tree_service,https://www.google.com/maps?cid=14106694974009347181,,,Onshore Tree Services,,+61 427 197 417,5.0,8.0,,automated,60 N Scenic Rd,https://www.onshoretreeservices.com.au/,tree_service,Australia
Bellbird Park QLD 4300,,AU,dlloydtreelopping@hotmail.com,https://www.facebook.com/pages/category/Tree-Cutting-Service/Darryl-Lloyd-Tree-Lopping-310863236147278/,tree_service,https://www.google.com/maps?cid=15943779032569987527,,,Darryl Lloyd Tree Lopping,,+61 415 642 767,5.0,7.0,,automated,102-104 Johnston St,https://mygovlloyd.wixsite.com/darryllloydtreeloppi,tree_service,Australia
Oberon NSW 2787,,AU,pinnaclesilviculture@gmail.com,,tree_service,https://www.google.com/maps?cid=12649302126243051458,,,Pinnacle Silviculture Contractors Pty Ltd,,+61 483 236 230,,,,automated,12 Springfield St,http://pinnaclesilviculture.com.au/,tree_service,Australia
Shailer Park QLD 4128,,AU,matt.safewaytreeservice@gmail.com,,tree_service,https://www.google.com/maps?cid=13398949720667080754,,,Safeway Tree Service,,+61 413 263 203,5.0,10.0,,automated,15 Parkview Cres,https://safewaytreeservice.com.au/,tree_service,Australia
Bundalong VIC 3730,,AU,info@murrayrivertrees.com,https://www.facebook.com/murrayrivertrees,tree_service,https://www.google.com/maps?cid=15718395515468272731,,,Murray River Tree Services,,+61 437 799 837,4.9,25.0,,automated,Pasley St,http://www.murrayrivertrees.com.au/,tree_service,Australia
Glenorie NSW 2157,,AU,sales@treemovals.com.au,https://www.facebook.com/Treemovals?mibextid=ZbWKwL,tree_service,https://www.google.com/maps?cid=614819116070256446,https://www.instagram.com/alpinetreemovals?igsh=dG9xNXNkNWtqNnFk&utm_source=qr,,Alpine Treemovals Pty Ltd.,,+61 2 9652 0300,4.5,11.0,,automated,43 Moores Rd,https://www.treemovals.com.au/,tree_service,Australia
Inman Valley SA 5211,,AU,hutchy.treelopping@gmail.com,,tree_service,https://www.google.com/maps?cid=11768439555623912720,,,Hutchy's Tree Lopping,,+61 409 094 695,4.9,38.0,,automated,28 Colebatch Rd,https://hutchystreelopping.com.au/,tree_service,Australia
Yea VIC 3717,,AU,admin@unlimbited.com.au,,tree_service,https://www.google.com/maps?cid=7724202240928851207,,,Unlimbited Tree Services,,+61 419 506 739,5.0,4.0,,automated,38 North St,https://www.unlimbitedtreeservices.com.au/,tree_service,Australia
Goulburn NSW 2580,,AU,support@wolfcon.com.au,,tree_service,https://www.google.com/maps?cid=4172531454227459482,,,Wolfcon,,+61 432 206 898,,,,automated,5 Lanigan Ln,http://wolfcon.com.au/,tree_service,Australia
Baldivis WA 6171,,AU,shane@fourseasonstreeservice.com.au,,tree_service,https://www.google.com/maps?cid=17750641885054841578,,,Four Seasons Tree Service,,+61 466 631 990,4.8,46.0,,automated,24 Jarrah Cl,https://fourseasonstreeservice.com.au/,tree_service,Australia
Chermside QLD 4032,,AU,jake.878@hotmail.com,https://www.facebook.com/people/Hutchys-Property-Maintenance/61550016578320/,tree_service,https://www.google.com/maps?cid=5507262332570527210,https://www.instagram.com/hutchyspm?igshid=OGQ5ZDc2ODk2ZA%3D%3D,,Hutchy’s Tree Services | Tree removal | Stump removal | Hedging | Slashing | Mowing,,+61 422 428 986,5.0,1.0,,automated,12 Monserrat St,https://hutchystreeservices.com.au/,tree_service,Australia
Heatherton VIC 3202,,AU,unbrandeddigitalau@gmail.com,https://www.facebook.com/p/Treescape-Professional-Tree-Services-100076112101384/,tree_service,https://www.google.com/maps?cid=5321338227151658715,,,Treescape Professional Tree Services Pty Ltd,,+61 3 9557 3131,5.0,85.0,,automated,Unit 30/1 Kingston Rd,https://www.treescape.com.au/tree-works,tree_service,Australia
Mount Gambier SA 5290,,AU,jackawaystreeandlandmanagemant@gmail.com,https://www.facebook.com/profile.php?id=61569510511885,tree_service,https://www.google.com/maps?cid=3467396128448195387,,,JACKWAY'S TREE AND LAND MANAGEMENT,,+61 413 696 434,,,,automated,16 Kooringa St,https://www.facebook.com/profile.php?id=61569510511885,tree_service,Australia
Dunlop ACT 2615,,AU,info@jnltreeservices.com.au,https://www.facebook.com/profile.php?id=100063533531506,tree_service,https://www.google.com/maps?cid=15021420551191252888,,,JNL Tree Services,,+61 412 136 793,5.0,7.0,,automated,13 Clendinnen St,http://www.jnltreeservices.com.au/,tree_service,Australia
Mundaring WA 6073,,AU,hillstreesolutions@hotmail.com,,tree_service,https://www.google.com/maps?cid=10454331007194825368,,,Hills Tree Solutions,,+61 414 438 610,4.9,51.0,,automated,4 Sutcliffe Rd,http://www.hillstreesolutions.com.au/,tree_service,Australia
South Kempsey NSW 2440,,AU,nits@outlook.com.au,https://www.facebook.com/newimagetreeserviceptyltd,tree_service,https://www.google.com/maps?cid=17748056528026076053,https://www.instagram.com/newimagetreeserviceptyltd/,,New Image Tree & Property Service Pty Ltd,,+61 412 800 096,5.0,19.0,,automated,19 Yabsleys Ln,https://newimagetreeservice.com.au/,tree_service,Australia
Caringbah NSW 2229,,AU,sydneypalmtrees@gmail.com,,tree_service,https://www.google.com/maps?cid=3647488413865780876,,,Sydney Palms,,,5.0,1.0,,automated,40 Carabella Rd,http://www.cocospalms.com.au/,tree_service,Australia
Kallangur QLD 4503,,AU,northsidestumpgrinding@gmail.com,http://www.facebook.com/northsidestumpgrinding,tree_service,https://www.google.com/maps?cid=3082968879183123864,https://www.instagram.com/northside_stump_grinding/,,Northside Stump Grinding,,+61 428 420 299,5.0,64.0,,automated,1 Wood Ct,https://www.northsidestumpgrinding.com.au/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=13461579423716475065,tree_service,Australia
Muswellbrook NSW 2333,,AU,amanwithachainsaw@gmail.com,https://www.facebook.com/amanwithachainsaw/,tree_service,https://www.google.com/maps?cid=15544108814621034295,,,A Man With A Chainsaw,,+61 450 215 013,5.0,67.0,,automated,16 Jeans St,http://amanwithachainsaw.com.au/,tree_service,Australia
Eden Hills SA 5050,,AU,enquiries@jackofalltrees.com.au,https://www.facebook.com/jackofalltrees.au,tree_service,https://www.google.com/maps?cid=7454983253063947664,https://www.instagram.com/jackofalltrees.au/,,Jack Of All Trees Eden Hills,,+61 411 778 088,5.0,1.0,,automated,31 Hillcrest Dr,https://jackofalltrees.com.au/services/,tree_service,Australia
Wangara WA 6065,,AU,nick@professionaltreesolutions.com.au,,tree_service,https://www.google.com/maps?cid=12746328260399603165,,,Professional Tree Solutions,,+61 431 159 207,3.7,3.0,,automated,7/35 Buckingham Dr,http://professionaltreesolutions.com.au/,tree_service,Australia
Lonsdale SA 5160,,AU,admin@adelaidetreesurgery.com,,tree_service,https://www.google.com/maps?cid=3024221549196658914,,,The Adelaide Tree Surgery,,+61 408 086 774,3.4,10.0,,automated,3 Ellemsea Cct,https://www.adelaidetreesurgery.com/,tree_service,Australia
,,AU,btrsndun@alphalink.com.au,,tree_service,https://www.google.com/maps?cid=4345380211400919101,,,Bears Tree Removals,,+61 417 338 908,4.4,9.0,,automated,Montrose VIC 3765,http://www.bearstreeremoval.com.au/,tree_service,Australia
Five Dock NSW 2046,,AU,info@arboristcut.com.au,,tree_service,https://www.google.com/maps?cid=12247928121906483279,,,Arborist Cut Tree Services,,+61 426 293 978,5.0,20.0,,automated,63 Ramsay Rd,https://www.arboristcut.com.au/,tree_service,Australia
Stuart QLD 4811,,AU,admin@suncitytrees.net,https://www.facebook.com/townsvilletreeloppersuncitytrees/,tree_service,https://www.google.com/maps?cid=7247889037559933751,,,Sun City Trees & Mulch,,+61 414 766 312,3.6,25.0,,automated,9 Bessemer St,http://suncitytrees.net/,tree_service,Australia
Mermaid Waters QLD 4218,,AU,hello@stormseasontreeservices.com.au,,tree_service,https://www.google.com/maps?cid=15819200315026807422,,,Storm Season Tree Services,,+61 432 151 322,1.0,2.0,,automated,215 Cottesloe Dr,https://www.stormseasontreeservices.com.au/,tree_service,Australia
Keilor East VIC 3033,,AU,caroleschroeder@optusnet.com.au,https://www.facebook.com/p/C-D-Schroeder-Tree-Services-Pty-Ltd-100054624811683/,tree_service,https://www.google.com/maps?cid=3984908507383309103,,,C & D Schroeder Tree Services,,+61 415 816 882,4.9,28.0,,automated,162 Sterling Dr,http://www.cdschroedertreeservices.com.au/,tree_service,Australia
Quinns Rocks WA 6030,,AU,camwill@live.com.au,http://www.facebook.com/wix,tree_service,https://www.google.com/maps?cid=4981034045546732344,,,Accurate Stump Grinding,,,5.0,10.0,,automated,129-137 Tapping Way,http://www.accuratestumpgrinding.com/,tree_service,Australia
Bullaburra NSW 2784,,AU,cbtreeservices@hotmail.com,https://www.facebook.com/profile.php?id=100086160245411,tree_service,https://www.google.com/maps?cid=13801394830892853813,,,CB TREE SERVICES PTY LTD,,+61 458 052 658,5.0,21.0,,automated,18 Boronia Rd,https://cbtreeservices.com.au/,tree_service,Australia
Mindarie WA 6030,,AU,aaronstreelopping@bigpond.com,,tree_service,https://www.google.com/maps?cid=17652170599016979481,,,Aaron's Tree Lopping Perth,,+61 412 335 775,4.8,18.0,,automated,Anchorage Dr,https://aaronstreelopping.com.au/,tree_service,Australia
Leeton NSW 2705,,AU,business@hightreepatrol.com,https://www.facebook.com/hightreepatrol/,tree_service,https://www.google.com/maps?cid=6876971577835741760,,,Hightree Patrol PTY LTD,,+61 2 6914 9020,4.9,23.0,,automated,34 Willow St,http://www.hightreepatrol.com/,tree_service,Australia
Berrima NSW 2577,,AU,info@howssheloppin.com,http://www.facebook.com/wix,tree_service,https://www.google.com/maps?cid=2001181594572525084,,,How's She Loppin,,+61 448 185 749,,,,automated,5 Carribee Cl,http://howssheloppin.com/,tree_service,Australia
Helensburgh NSW 2508,,AU,tiptoptreeservices@outlook.com,https://www.facebook.com/tiptoptreeservicesaus/,tree_service,https://www.google.com/maps?cid=3882764845969622799,https://www.instagram.com/tiptoptreeservices/,,Tip Top Tree Services,,+61 431 184 095,5.0,45.0,,automated,7/17 Cemetery Rd,http://www.tiptoptreeservices.com.au/,tree_service,Australia
Sunnybank Hills QLD 4109,,AU,love@blossomtree.co,https://www.facebook.com/theblossomtreecompany/,tree_service,https://www.google.com/maps?cid=15854279533088877666,https://www.instagram.com/theblossomtreecompany/,,The Blossom Tree Company,,,2.3,6.0,,automated,14 Chicago St,https://blossomtree.co/,tree_service,Australia
Mitchell Park VIC 3355,,AU,skyrider@skyrider.net.au,,tree_service,https://www.google.com/maps?cid=4647894911197958245,,,Skyrider Tower Hire Pty Ltd.,,+61 3 5339 6111,4.0,4.0,,automated,16 Neerim Cres,https://www.skyridertowerhire.com.au/,tree_service,Australia
Cawdor NSW 2570,,AU,enquiries@friendlyfreds.com.au,https://www.facebook.com/friendlyfredstreeservices,tree_service,https://www.google.com/maps?cid=8830044290035143072,https://www.instagram.com/friendlyfredstreeservices/,,Friendly Fred's Tree Services,,+61 2 4655 1133,4.5,22.0,,automated,299 Cawdor Rd,https://www.friendlyfreds.com.au/,tree_service,Australia
Carlton VIC 3053,,AU,info@nationaltrees.com.au,https://www.facebook.com/nationaltrees.com.au/,tree_service,https://www.google.com/maps?cid=12861530788481252143,,,National Tree Management - Make Safe Services in Carlton,,+61 404 222 232,,,,automated,670 Swanston St,https://nationaltrees.com.au/,tree_service,Australia
Earlwood NSW 2206,,AU,terryapergis@gmail.com,,tree_service,https://www.google.com/maps?cid=16374660050348681621,,,TERRYS TREES REMOVALS,,+61 425 326 556,,,,automated,20 Hocking Ave,http://terrystreesremovalssydney.com.au/,tree_service,Australia
,,AU,admin@fiveacrestrees.com.au,,tree_service,https://www.google.com/maps?cid=17722152312817464090,https://www.instagram.com/fiveacrestrees,,Five Acres Trees,,+61 421 467 167,5.0,17.0,,automated,Victor Harbor SA 5211,https://www.fiveacrestrees.com.au/,tree_service,Australia
Horsley Park NSW 2175,,AU,hello@rfuenzalida.com,,tree_service,https://www.google.com/maps?cid=5250707836067665366,,,FnR Group PTY LTD,,+61 400 227 800,,,,automated,1797 The Horsley Dr,https://www.fnrgroup.com.au/,tree_service,Australia
Traralgon VIC 3844,,AU,admin@flemingstrees.com.au,http://www.facebook.com/wix,tree_service,https://www.google.com/maps?cid=9746671851068457107,,,Fleming's Tree Services,,+61 412 862 796,5.0,5.0,,automated,105 Northern Ave,http://www.flemingstrees.com.au/,tree_service,Australia
Jindalee QLD 4074,,AU,admin@juststumpgrinding.com.au,,tree_service,https://www.google.com/maps?cid=16123522320827666188,,,Just Stumpgrinding,,+61 7 3279 6955,5.0,239.0,,automated,32 Chipala St,https://juststumpgrinding.com.au/,tree_service,Australia
Sanctuary Point NSW 2540,,AU,bayandbasintreeservice@gmail.com,,tree_service,https://www.google.com/maps?cid=450937905905443858,,,Bay and basin tree service,,+61 414 801 730,5.0,2.0,,automated,3 Maxwell Cres,https://bayandbasintreeservices.com.au/,tree_service,Australia
Mooroobool QLD 4870,,AU,ironbullcairns@gmail.com,https://www.facebook.com/ironbullstumpgrinding,tree_service,https://www.google.com/maps?cid=9574706516827240169,,,Iron Bull Stump Grinding,,+61 418 545 423,5.0,40.0,,automated,8 Leoni Cl,https://www.ironbullstumpgrinding.com.au/,tree_service,Australia
Cameron Park NSW 2285,,AU,info@thetreeservices.com.au,,tree_service,https://www.google.com/maps?cid=15032772461158004495,,,The Tree Services Cameron Park,,+61 2 4058 2620,5.0,12.0,,automated,73 Northridge Dr,https://thetreeservices.com.au/,tree_service,Australia
Miallo QLD 4873,,AU,sales@mpdt.com.au,https://www.facebook.com/MPDT.thetreespecialist/,tree_service,https://www.google.com/maps?cid=2118483542681280841,https://www.instagram.com/mpdt.thetreespecialist/,,MPDT - The Tree Specialist,,+61 1300 499 283,4.2,20.0,,automated,164 Tati Rd,http://www.mpdt.com.au/,tree_service,Australia
Brookwater QLD 4300,,AU,info@gjstrees.com.au,,tree_service,https://www.google.com/maps?cid=15902466007735060521,,,GJS Tree Services Pty Ltd,,+61 401 576 716,,,,automated,20 Tall Woods Ct,https://www.gjstrees.com.au/,tree_service,Australia
Huntingdale WA 6110,,AU,micah@micahrich.com,https://www.facebook.com/227119100679709,tree_service,https://www.google.com/maps?cid=8693163721452962146,,,Mark's Garden and Tree Service,,+61 419 270 583,5.0,15.0,,automated,7 Newborough Pl,http://marksgardenandtreeservices.com/,tree_service,Australia
Jan Juc VIC 3228,,AU,admin@kctreecare.com.au,https://www.facebook.com/profile.php?id=100034170386238,tree_service,https://www.google.com/maps?cid=4662718201618342921,,,KC Treecare,,+61 400 945 891,4.8,22.0,,automated,10 Sunset Strip,http://www.kctreecare.com.au/,tree_service,Australia
,,AU,info@xyz.com,,tree_service,https://www.google.com/maps?cid=14771334639621530572,,,Batt Brothers Vegetation Management,,+61 1300 228 276,4.6,18.0,,automated,Melbourne VIC 3000,https://battbrothers.com.au/,tree_service,Australia
,,AU,support@hipages.com.au,https://www.facebook.com/hipages,tree_service,https://www.google.com/maps?cid=16767028508624927113,https://instagram.com/hipages/,https://www.linkedin.com/company/hipages-group,All Types Of Trees,,+61 402 728 189,5.0,6.0,,automated,Kallangur QLD 4503,https://hipages.com.au/connect/alltypesoftrees,tree_service,Australia
Hornsby NSW 2077,,AU,bpl_tree_services@hotmail.com.au,https://www.facebook.com/bpltrees/,tree_service,https://www.google.com/maps?cid=12342054698588709184,,,BPL Tree Services,,+61 416 156 140,4.6,54.0,,automated,20 Mildred Ave,http://www.bpltrees.com.au/,tree_service,Australia
Cleveland QLD 4163,,AU,info@redlandscoasttreelopping.com.au,https://www.facebook.com/phonesystems4business,tree_service,https://www.google.com/maps?cid=12003276365132694369,,,Redlands Coast Tree Lopping,,+61 7 3477 9898,,,,automated,23 Middle St,https://redlandscoasttreelopping.com.au/contact/,tree_service,Australia
Myrtleford VIC 3737,,AU,jdarv@westnet.com.au,http://www.facebook.com/Alpine-Valleys-Mowing-107436971403305,tree_service,https://www.google.com/maps?cid=9428252871948021194,,,Alpine Valleys Mowing,,+61 458 302 508,5.0,1.0,,automated,14 Greens Ln,http://alpinevalleysmowing.com.au/,tree_service,Australia
Yandina QLD 4561,,AU,appelsteve64@gmail.com,https://www.facebook.com/StevesStumpGrindingTreeServices/,tree_service,https://www.google.com/maps?cid=17826905044291211459,,,Steve's Stump Grinding & Tree Services,,+61 438 728 183,5.0,23.0,,automated,10 School Rd,https://stevesstumpgrinding.com.au/,tree_service,Australia
O'Connell NSW 2795,,AU,admin@stratfordtrees.com.au,https://www.facebook.com/stratfordtrees/,tree_service,https://www.google.com/maps?cid=3754738774074202437,https://www.instagram.com/p/BersnZtA5nm/,,Stratford Trees,,+61 427 375 749,5.0,6.0,,automated,2519 O'Connell Rd,http://www.stratfordtrees.com.au/,tree_service,Australia
Katoomba NSW 2780,,AU,gregrobertstrees@gmail.com,https://www.facebook.com/GregRobertsTrees,tree_service,https://www.google.com/maps?cid=11680230110271593466,,,Greg Roberts Trees,,+61 419 982 405,3.7,3.0,,automated,61a First Ave,http://www.gregrobertstrees.com.au/,tree_service,Australia
Fisher ACT 2611,,AU,anthonyswhalen@hotmail.com,https://www.facebook.com/search/top?q=proarb%20trees,tree_service,https://www.google.com/maps?cid=5658504705086730876,https://www.instagram.com/p/CySsmOpBcZ0/,,ProArb Trees,,+61 450 962 205,5.0,10.0,,automated,3 Araluen St,https://proarbtrees.com.au/,tree_service,Australia
Langwarrin South VIC 3911,,AU,info@palmsale.com.au,https://www.facebook.com/palmsalevic,tree_service,https://www.google.com/maps?cid=7948078036548288669,https://www.instagram.com/reel/DKd98cgh4wU/,,Palm Sale,,+61 409 147 918,,,,automated,560 Robinsons Rd,http://www.palmsale.com.au/,tree_service,Australia
Cooma NSW 2630,,AU,snowymtntrees@live.com.au,,tree_service,https://www.google.com/maps?cid=13533143880515385960,,,Snowy Mountains Tree Service Pty Limited,,+61 438 954 817,5.0,20.0,,automated,1 Short St,https://www.snowymtnstreeservice.com.au/,tree_service,Australia
Hillarys WA 6025,,AU,info@stumpgrinderperth.com.au,https://www.facebook.com/stumpdude,tree_service,https://www.google.com/maps?cid=12441801241771483985,https://www.instagram.com/stumpdude2121,,Stump Dude,,+61 434 396 199,5.0,51.0,,automated,12 Ranford Way,http://stumpgrinderperth.com.au/,tree_service,Australia
Delacombe VIC 3356,,AU,paul@a1trees.net,,tree_service,https://www.google.com/maps?cid=12803074697587103677,,,A1 Tree Solutions,,+61 447 238 733,4.0,26.0,,automated,19 Kennedys Dr,http://a1treesolutions.com.au/,tree_service,Australia
Dandenong South VIC 3175,,AU,admin@treeserve.com.au,https://www.facebook.com/treeserve?fref=ts,tree_service,https://www.google.com/maps?cid=16575552945202558845,https://www.instagram.com/treeserve/?hl=en,https://www.linkedin.com/company/treeserve/?originalSubdomain=au,TreeServe Pty Ltd,,+61 3 8679 0930,3.4,8.0,,automated,55 Zenith Rd,http://www.treeserve.com.au/,tree_service,Australia
Dural NSW 2158,,AU,info@treesdownunder.com.au,https://www.facebook.com/treesdownunder/,tree_service,https://www.google.com/maps?cid=9954196604400539421,https://www.instagram.com/treesdownundersydney/,,Trees Down Under - Tree Removal Hills District,,+61 475 463 597,4.8,130.0,,automated,244 New Line Rd,https://treesdownunder.com.au/,tree_service,Australia
Highett VIC 3190,,AU,info@baysidestumpremoval.com.au,,tree_service,https://www.google.com/maps?cid=15025415569789816501,,,Bayside Stump Removal,,+61 447 591 414,5.0,4.0,,automated,27 Advantage Rd,http://www.baysidestumpremoval.com.au/,tree_service,Australia
Glebe NSW 2037,,AU,info@scmts.com.au,https://www.facebook.com/treeremovalssydney/,tree_service,https://www.google.com/maps?cid=12094298739549038643,https://www.instagram.com/scmts/,,Sydney City Mulch & Tree Service,,+61 415 953 271,4.3,11.0,,automated,Victoria Rd,https://scmts.com.au/,tree_service,Australia
Busselton WA 6280,,AU,admin@norcapetrees.com.au,https://www.facebook.com/norcapetrees,tree_service,https://www.google.com/maps?cid=11553562540824041582,,,Norcape Tree & Contracting Services,,+61 8 9753 2654,5.0,4.0,,automated,Unit 4/36 Cook Street Link,https://www.norcapetrees.com.au/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=5899763124112296839,tree_service,Australia
Martinsville NSW 2265,,AU,info@arborearthsolutions.com.au,https://www.facebook.com/BtsBeausTreeService,tree_service,https://www.google.com/maps?cid=588186911983759819,https://www.instagram.com/arbor_earth_solutions/,,Arbor Earth Solutions - Beau’s Tree Service,,+61 487 238 994,4.9,82.0,,automated,21 Mahers Rd,https://www.arborearthsolutions.com.au/,tree_service,Australia
Botany NSW 2019,,AU,info@prompttreeservices.com.au,https://www.facebook.com/prompttreeservices/,tree_service,https://www.google.com/maps?cid=700735431757478153,,https://www.linkedin.com/company/prompt-tree-services/,Prompt Tree Services,,+61 2 8668 4908,3.0,5.0,,automated,1569 Botany Rd,https://prompttreeservices.com.au/,tree_service,Australia
Teven NSW 2478,,AU,info@bigtreecare.com.au,https://www.facebook.com/profile.php?id=61558806401201,tree_service,https://www.google.com/maps?cid=4774584354747610472,https://www.instagram.com/bigtreecare_au/,,BIG TREE CARE,,+61 2 6687 8259,,,,automated,603 Teven Rd,https://www.bigtreecare.com.au/,tree_service,Australia
Capalaba QLD 4157,,AU,tpstreeservice@gmail.com,,tree_service,https://www.google.com/maps?cid=18356513979959413594,https://www.instagram.com/arbo_dave/%20,,Trees Palms and Stumps,,+61 409 621 863,5.0,37.0,,automated,394 Mount Cotton Rd,https://tpstreelopping.com.au/,tree_service,Australia
Windella NSW 2320,,AU,admin@murphystreeservice.com.au,https://web.facebook.com/murphystreeandstumpservice/,tree_service,https://www.google.com/maps?cid=12635838813908306220,https://www.instagram.com/murphystreeandstumpservice/?hl=en,,Homepage » Murphy's Tree & Stump Service,,+61 401 841 886,,,,automated,8A Hepburn Cl,https://www.murphystreeservice.com.au/about-us/,tree_service,Australia
